t # guarino2016value
v 1 quality
v 2 quality
v 3 relator
v 4 quality
v 5 quality
v 6 relator
v 7 relator
v 8 roleMixin
v 9 category
v 10 relator
v 11 mixin
v 12 quality
v 13 quality
v 14 role
v 15 role
v 16 category
v 17 category
v 18 quality
v 19 Generalization
v 20 Generalization
v 21 characterization
v 22 mediation
v 23 mediation
v 24 relation
v 25 relation
v 26 characterization
v 27 characterization
v 28 mediation
v 29 mediation
v 30 mediation
v 31 characterization
v 32 characterization
v 33 relation
v 34 relation
v 35 relation
v 36 characterization
v 37 mediation
v 38 mediation
v 39 relation
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 characterization
v 46 formal
v 47 formal
v 48 formal
v 49 formal
v 50 formal
v 51 characterization
v 52 mediation
v 53 formal
v 54 formal
v 55 formal
v 56 formal
v 57 relation
e 42 14 general
e 42 17 specific
e 43 18 general
e 43 21 specific
e 44 19 general
e 44 23 specific
e 45 16 general
e 45 24 specific
e 46 20 general
e 46 26 specific
e 47 20 general
e 47 27 specific
e 48 2 source
e 48 1 target
e 49 4 source
e 49 9 target
e 50 4 source
e 50 18 target
e 51 6 source
e 51 9 target
e 52 5 source
e 52 10 target
e 53 6 source
e 53 12 target
e 54 5 source
e 54 10 target
e 55 5 source
e 55 11 target
e 56 6 source
e 56 9 target
e 57 6 source
e 57 12 target
e 58 7 source
e 58 8 target
e 59 9 source
e 59 3 target
e 60 9 source
e 60 3 target
e 61 9 source
e 61 2 target
e 62 9 source
e 62 4 target
e 63 12 source
e 63 1 target
e 64 12 source
e 64 9 target
e 65 12 target
e 66 11 source
e 66 10 target
e 67 10 source
e 67 5 target
e 68 14 source
e 68 15 target
e 69 12 source
e 69 11 target
e 70 17 source
e 70 22 target
e 71 12 source
e 71 10 target
e 72 17 source
e 72 23 target
e 73 21 source
e 73 17 target
e 74 13 source
e 74 14 target
e 75 21 source
e 75 20 target
e 76 29 source
e 76 30 target
e 77 25 source
e 77 12 target
e 78 25 source
e 78 10 target
t # duarte2018osdef
v 1 None
v 2 None
v 3 None
v 4 None
v 5 None
v 6 None
v 7 None
v 8 None
v 9 None
v 10 None
v 11 None
v 12 None
v 13 None
v 14 None
v 15 None
v 16 None
v 17 None
v 18 None
v 19 None
v 20 None
v 21 None
v 22 None
v 23 None
v 24 None
v 25 None
v 26 None
v 27 None
v 28 None
v 29 None
v 30 None
v 31 None
v 32 None
v 33 None
v 34 None
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 Generalization
v 41 Generalization
v 42 Generalization
v 43 Generalization
v 44 Generalization
v 45 Generalization
v 46 Generalization
v 47 Generalization
v 48 Generalization
v 49 Generalization
v 50 Generalization
v 51 Generalization
v 52 Generalization
v 53 Generalization
v 54 Generalization
v 55 Generalization
v 56 Generalization
v 57 Generalization
v 58 Generalization
v 59 Generalization
v 60 Generalization
v 61 relation
v 62 relation
v 63 relation
v 64 relation
v 65 relation
v 66 relation
v 67 relation
v 68 relation
v 69 relation
v 70 relation
v 71 relation
v 72 relation
v 73 relation
v 74 relation
v 75 relation
v 76 relation
v 77 relation
v 78 relation
v 79 relation
v 80 relation
v 81 relation
v 82 relation
v 83 relation
v 84 relation
v 85 relation
e 35 3 general
e 35 9 specific
e 36 3 general
e 36 15 specific
e 37 16 general
e 37 18 specific
e 38 12 general
e 38 16 specific
e 39 12 general
e 39 17 specific
e 40 12 general
e 40 13 specific
e 41 12 general
e 41 14 specific
e 42 9 general
e 42 7 specific
e 43 9 general
e 43 8 specific
e 44 2 general
e 44 4 specific
e 45 19 general
e 45 20 specific
e 46 19 general
e 46 21 specific
e 47 24 general
e 47 23 specific
e 48 21 general
e 48 5 specific
e 49 20 general
e 49 6 specific
e 50 22 general
e 50 29 specific
e 51 23 general
e 51 2 specific
e 52 24 general
e 52 3 specific
e 53 25 general
e 53 10 specific
e 54 25 general
e 54 11 specific
e 55 26 general
e 55 12 specific
e 56 27 general
e 56 30 specific
e 57 27 general
e 57 31 specific
e 58 28 general
e 58 27 specific
e 59 30 general
e 59 32 specific
e 60 29 general
e 60 1 specific
e 61 6 source
e 61 1 target
e 62 5 source
e 62 1 target
e 63 1 source
e 63 2 target
e 64 8 source
e 64 6 target
e 65 7 source
e 65 5 target
e 66 4 source
e 66 9 target
e 67 3 target
e 68 3 source
e 68 10 target
e 69 11 source
e 69 3 target
e 70 11 source
e 70 12 target
e 71 3 source
e 71 12 target
e 72 15 source
e 72 18 target
e 73 9 source
e 73 17 target
e 74 13 source
e 74 31 target
e 75 14 source
e 75 33 target
e 76 12 source
e 76 28 target
e 77 19 source
e 77 22 target
e 78 24 target
e 79 22 source
e 79 23 target
e 80 24 source
e 80 25 target
e 81 25 source
e 81 24 target
e 82 25 source
e 82 26 target
e 83 24 source
e 83 26 target
e 84 34 source
e 84 32 target
e 85 33 source
e 85 32 target
t # amaral2020rome
v 1 mode
v 2 category
v 3 type
v 4 category
v 5 category
v 6 category
v 7 roleMixin
v 8 type
v 9 category
v 10 roleMixin
v 11 roleMixin
v 12 phaseMixin
v 13 phaseMixin
v 14 kind
v 15 kind
v 16 datatype
v 17 kind
v 18 relator
v 19 relator
v 20 quality
v 21 quality
v 22 roleMixin
v 23 subkind
v 24 subkind
v 25 relator
v 26 quality
v 27 quality
v 28 roleMixin
v 29 relator
v 30 quality
v 31 mode
v 32 mode
v 33 mode
v 34 roleMixin
v 35 type
v 36 category
v 37 kind
v 38 datatype
v 39 kind
v 40 kind
v 41 roleMixin
v 42 roleMixin
v 43 roleMixin
v 44 roleMixin
v 45 relator
v 46 mode
v 47 subkind
v 48 mode
v 49 Generalization
v 50 Generalization
v 51 Generalization
v 52 Generalization
v 53 Generalization
v 54 Generalization
v 55 Generalization
v 56 Generalization
v 57 Generalization
v 58 Generalization
v 59 Generalization
v 60 Generalization
v 61 Generalization
v 62 Generalization
v 63 Generalization
v 64 Generalization
v 65 Generalization
v 66 Generalization
v 67 Generalization
v 68 Generalization
v 69 Generalization
v 70 Generalization
v 71 Generalization
v 72 Generalization
v 73 Generalization
v 74 characterization
v 75 externalDependence
v 76 externalDependence
v 77 instantiation
v 78 relation
v 79 relation
v 80 relation
v 81 characterization
v 82 relation
v 83 relation
v 84 characterization
v 85 instantiation
v 86 relation
v 87 relation
v 88 relation
v 89 relation
v 90 relation
v 91 relation
v 92 mediation
v 93 mediation
v 94 componentOf
v 95 componentOf
v 96 characterization
v 97 characterization
v 98 mediation
v 99 mediation
v 100 characterization
v 101 mediation
v 102 componentOf
v 103 componentOf
v 104 mediation
v 105 mediation
v 106 characterization
v 107 characterization
v 108 mediation
v 109 relation
v 110 characterization
v 111 externalDependence
v 112 characterization
v 113 externalDependence
v 114 externalDependence
v 115 externalDependence
v 116 characterization
v 117 componentOf
v 118 instantiation
v 119 relation
v 120 relation
v 121 relation
v 122 relation
v 123 relation
v 124 relation
v 125 mediation
v 126 mediation
v 127 relation
v 128 characterization
v 129 mediation
v 130 mediation
v 131 relation
e 49 2 general
e 49 7 specific
e 50 3 general
e 50 8 specific
e 51 2 general
e 51 6 specific
e 52 6 general
e 52 5 specific
e 53 5 general
e 53 9 specific
e 54 6 general
e 54 14 specific
e 55 6 general
e 55 15 specific
e 56 4 general
e 56 22 specific
e 57 4 general
e 57 28 specific
e 58 3 general
e 58 35 specific
e 59 2 general
e 59 34 specific
e 60 5 general
e 60 36 specific
e 61 6 general
e 61 37 specific
e 62 6 general
e 62 39 specific
e 63 7 general
e 63 10 specific
e 64 7 general
e 64 11 specific
e 65 10 general
e 65 13 specific
e 66 10 general
e 66 12 specific
e 67 19 general
e 67 23 specific
e 68 19 general
e 68 24 specific
e 69 34 general
e 69 41 specific
e 70 34 general
e 70 42 specific
e 71 41 general
e 71 43 specific
e 72 41 general
e 72 44 specific
e 73 45 general
e 73 47 specific
e 74 1 source
e 74 4 target
e 75 1 source
e 75 17 target
e 76 1 source
e 76 40 target
e 77 3 source
e 77 2 target
e 78 5 source
e 78 4 target
e 79 4 source
e 79 17 target
e 80 5 source
e 80 17 target
e 81 4 source
e 81 32 target
e 82 5 source
e 82 40 target
e 83 4 source
e 83 40 target
e 84 4 source
e 84 48 target
e 85 8 source
e 85 7 target
e 86 9 source
e 86 8 target
e 87 8 source
e 87 14 target
e 88 9 source
e 88 15 target
e 89 15 source
e 89 14 target
e 90 9 source
e 90 14 target
e 91 15 source
e 91 16 target
e 92 18 source
e 92 11 target
e 93 18 source
e 93 12 target
e 94 20 source
e 94 19 target
e 95 21 source
e 95 19 target
e 96 21 source
e 96 22 target
e 97 20 source
e 97 4 target
e 98 19 source
e 98 22 target
e 99 19 source
e 99 4 target
e 100 18 source
e 100 4 target
e 101 18 source
e 101 23 target
e 102 26 source
e 102 25 target
e 103 27 source
e 103 25 target
e 104 25 source
e 104 4 target
e 105 25 source
e 105 28 target
e 106 27 source
e 106 28 target
e 107 26 source
e 107 4 target
e 108 29 source
e 108 2 target
e 109 29 source
e 109 4 target
e 110 30 source
e 110 29 target
e 111 31 source
e 111 30 target
e 112 31 source
e 112 4 target
e 113 32 source
e 113 19 target
e 114 32 source
e 114 25 target
e 115 33 source
e 115 31 target
e 116 33 source
e 116 4 target
e 117 32 source
e 117 33 target
e 118 35 source
e 118 34 target
e 119 37 source
e 119 38 target
e 120 36 source
e 120 37 target
e 121 36 source
e 121 39 target
e 122 36 source
e 122 35 target
e 123 37 source
e 123 39 target
e 124 35 source
e 124 39 target
e 125 34 source
e 125 45 target
e 126 45 source
e 126 4 target
e 127 46 source
e 127 45 target
e 128 46 source
e 128 4 target
e 129 44 source
e 129 47 target
e 130 47 source
e 130 4 target
e 131 48 source
e 131 47 target
t # junior2018o4c
v 1 enumeration
v 2 enumeration
v 3 kind
v 4 subkind
v 5 subkind
v 6 kind
v 7 kind
v 8 relator
v 9 relator
v 10 relator
v 11 relator
v 12 Generalization
v 13 Generalization
v 14 Generalization
v 15 Generalization
v 16 Generalization
v 17 mediation
v 18 mediation
v 19 material
v 20 componentOf
v 21 componentOf
e 12 3 general
e 12 4 specific
e 13 3 general
e 13 5 specific
e 14 8 general
e 14 9 specific
e 15 8 general
e 15 10 specific
e 16 8 general
e 16 11 specific
e 17 8 source
e 17 3 target
e 18 8 source
e 18 3 target
e 19 3 target
e 20 7 source
e 20 3 target
e 21 6 source
e 21 3 target
t # jacobs2022sdpontology
v 1 enumeration
v 2 enumeration
v 3 enumeration
v 4 enumeration
v 5 enumeration
v 6 enumeration
v 7 enumeration
v 8 enumeration
v 9 category
v 10 kind
v 11 subkind
v 12 kind
v 13 kind
v 14 kind
v 15 kind
v 16 kind
v 17 kind
v 18 quality
v 19 enumeration
v 20 enumeration
v 21 enumeration
v 22 role
v 23 kind
v 24 kind
v 25 kind
v 26 relator
v 27 kind
v 28 role
v 29 kind
v 30 kind
v 31 kind
v 32 quality
v 33 enumeration
v 34 datatype
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 relation
v 46 relation
v 47 relation
v 48 relation
v 49 relation
v 50 relation
v 51 relation
v 52 relation
v 53 relation
v 54 relation
v 55 relation
v 56 relation
v 57 relation
v 58 relation
v 59 relation
v 60 relation
v 61 relation
e 35 9 general
e 35 25 specific
e 36 24 general
e 36 11 specific
e 37 9 general
e 37 27 specific
e 38 30 general
e 38 22 specific
e 39 31 general
e 39 28 specific
e 40 24 source
e 40 32 target
e 41 24 source
e 41 12 target
e 42 14 source
e 42 24 target
e 43 24 source
e 43 9 target
e 44 11 source
e 44 13 target
e 45 14 source
e 45 11 target
e 46 13 source
e 46 10 target
e 47 11 source
e 47 15 target
e 48 15 source
e 48 10 target
e 49 16 source
e 49 25 target
e 50 17 source
e 50 25 target
e 51 23 source
e 51 18 target
e 52 22 source
e 52 29 target
e 53 27 source
e 53 24 target
e 54 23 source
e 54 25 target
e 55 24 source
e 55 25 target
e 56 28 source
e 56 26 target
e 57 26 source
e 57 22 target
e 58 27 source
e 58 22 target
e 59 28 source
e 59 27 target
e 60 26 source
e 60 27 target
e 61 12 source
e 61 25 target
t # haridy2021egyptian-e-government
v 1 role
v 2 relator
v 3 relator
v 4 relator
v 5 relator
v 6 relator
v 7 subkind
v 8 subkind
v 9 kind
v 10 kind
v 11 kind
v 12 subkind
v 13 subkind
v 14 quality
v 15 role
v 16 relator
v 17 relator
v 18 relator
v 19 kind
v 20 quality
v 21 subkind
v 22 subkind
v 23 subkind
v 24 subkind
v 25 subkind
v 26 subkind
v 27 subkind
v 28 kind
v 29 kind
v 30 subkind
v 31 subkind
v 32 subkind
v 33 Generalization
v 34 Generalization
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 Generalization
v 41 Generalization
v 42 Generalization
v 43 Generalization
v 44 Generalization
v 45 Generalization
v 46 Generalization
v 47 mediation
v 48 mediation
v 49 characterization
v 50 mediation
v 51 mediation
v 52 mediation
v 53 mediation
v 54 mediation
v 55 mediation
v 56 characterization
v 57 mediation
v 58 mediation
v 59 mediation
v 60 mediation
v 61 mediation
v 62 mediation
e 33 11 general
e 33 12 specific
e 34 11 general
e 34 13 specific
e 35 6 general
e 35 7 specific
e 36 6 general
e 36 8 specific
e 37 19 general
e 37 21 specific
e 38 19 general
e 38 22 specific
e 39 19 general
e 39 23 specific
e 40 19 general
e 40 24 specific
e 41 19 general
e 41 25 specific
e 42 19 general
e 42 26 specific
e 43 19 general
e 43 27 specific
e 44 29 general
e 44 30 specific
e 45 29 general
e 45 31 specific
e 46 29 general
e 46 32 specific
e 47 4 source
e 47 9 target
e 48 5 source
e 48 10 target
e 49 14 source
e 49 12 target
e 50 3 source
e 50 11 target
e 51 1 source
e 51 2 target
e 52 2 source
e 52 6 target
e 53 1 source
e 53 3 target
e 54 1 source
e 54 4 target
e 55 1 source
e 55 5 target
e 56 19 source
e 56 20 target
e 57 16 source
e 57 19 target
e 58 16 source
e 58 15 target
e 59 17 source
e 59 15 target
e 60 17 source
e 60 28 target
e 61 18 source
e 61 29 target
e 62 15 source
e 62 18 target
t # aguiar2019ooco
v 1 kind
v 2 kind
v 3 kind
v 4 subkind
v 5 kind
v 6 subkind
v 7 category
v 8 category
v 9 subkind
v 10 subkind
v 11 subkind
v 12 subkind
v 13 subkind
v 14 subkind
v 15 subkind
v 16 subkind
v 17 subkind
v 18 subkind
v 19 subkind
v 20 subkind
v 21 kind
v 22 kind
v 23 subkind
v 24 subkind
v 25 subkind
v 26 subkind
v 27 subkind
v 28 kind
v 29 quality
v 30 category
v 31 quality
v 32 kind
v 33 category
v 34 kind
v 35 quality
v 36 subkind
v 37 subkind
v 38 category
v 39 quality
v 40 subkind
v 41 kind
v 42 subkind
v 43 quality
v 44 subkind
v 45 kind
v 46 subkind
v 47 subkind
v 48 subkind
v 49 subkind
v 50 subkind
v 51 role
v 52 role
v 53 relator
v 54 relator
v 55 role
v 56 quality
v 57 Generalization
v 58 Generalization
v 59 Generalization
v 60 Generalization
v 61 Generalization
v 62 Generalization
v 63 Generalization
v 64 Generalization
v 65 Generalization
v 66 Generalization
v 67 Generalization
v 68 Generalization
v 69 Generalization
v 70 Generalization
v 71 Generalization
v 72 Generalization
v 73 Generalization
v 74 Generalization
v 75 Generalization
v 76 Generalization
v 77 Generalization
v 78 Generalization
v 79 Generalization
v 80 Generalization
v 81 Generalization
v 82 Generalization
v 83 Generalization
v 84 Generalization
v 85 Generalization
v 86 Generalization
v 87 Generalization
v 88 Generalization
v 89 Generalization
v 90 Generalization
v 91 Generalization
v 92 Generalization
v 93 Generalization
v 94 Generalization
v 95 Generalization
v 96 Generalization
v 97 Generalization
v 98 Generalization
v 99 Generalization
v 100 Generalization
v 101 Generalization
v 102 Generalization
v 103 relation
v 104 relation
v 105 relation
v 106 relation
v 107 relation
v 108 componentOf
v 109 componentOf
v 110 componentOf
v 111 componentOf
v 112 componentOf
v 113 componentOf
v 114 componentOf
v 115 relation
v 116 componentOf
v 117 characterization
v 118 relation
v 119 characterization
v 120 componentOf
v 121 componentOf
v 122 relation
v 123 characterization
v 124 characterization
v 125 relation
v 126 relation
v 127 characterization
v 128 relation
v 129 componentOf
v 130 relation
v 131 relation
v 132 relation
v 133 characterization
e 57 3 general
e 57 4 specific
e 58 4 general
e 58 27 specific
e 59 5 general
e 59 6 specific
e 60 7 general
e 60 8 specific
e 61 8 general
e 61 1 specific
e 62 8 general
e 62 2 specific
e 63 8 general
e 63 3 specific
e 64 6 general
e 64 26 specific
e 65 9 general
e 65 19 specific
e 66 9 general
e 66 20 specific
e 67 10 general
e 67 14 specific
e 68 11 general
e 68 12 specific
e 69 15 general
e 69 13 specific
e 70 15 general
e 70 12 specific
e 71 11 general
e 71 23 specific
e 72 13 general
e 72 23 specific
e 73 13 general
e 73 24 specific
e 74 13 general
e 74 25 specific
e 75 28 general
e 75 37 specific
e 76 28 general
e 76 40 specific
e 77 30 general
e 77 32 specific
e 78 30 general
e 78 34 specific
e 79 38 general
e 79 36 specific
e 80 38 general
e 80 32 specific
e 81 33 general
e 81 41 specific
e 82 30 general
e 82 41 specific
e 83 33 general
e 83 42 specific
e 84 34 general
e 84 42 specific
e 85 32 general
e 85 44 specific
e 86 32 general
e 86 46 specific
e 87 32 general
e 87 47 specific
e 88 32 general
e 88 48 specific
e 89 32 general
e 89 49 specific
e 90 32 general
e 90 52 specific
e 91 32 general
e 91 55 specific
e 92 34 general
e 92 9 specific
e 93 42 general
e 93 18 specific
e 94 42 general
e 94 17 specific
e 95 41 general
e 95 10 specific
e 96 41 general
e 96 11 specific
e 97 41 general
e 97 14 specific
e 98 41 general
e 98 15 specific
e 99 41 general
e 99 16 specific
e 100 49 general
e 100 47 specific
e 101 49 general
e 101 50 specific
e 102 49 general
e 102 51 specific
e 103 1 source
e 103 2 target
e 104 2 source
e 104 3 target
e 105 4 source
e 105 6 target
e 106 7 source
e 106 5 target
e 107 8 source
e 107 6 target
e 108 14 source
e 108 47 target
e 109 10 source
e 109 49 target
e 110 19 source
e 110 41 target
e 111 21 source
e 111 16 target
e 112 20 source
e 112 22 target
e 113 22 source
e 113 15 target
e 114 22 target
e 115 27 source
e 115 26 target
e 116 28 target
e 117 29 source
e 117 30 target
e 118 27 source
e 118 37 target
e 119 31 source
e 119 30 target
e 120 33 source
e 120 32 target
e 121 32 source
e 121 37 target
e 122 32 source
e 122 40 target
e 123 35 source
e 123 34 target
e 124 43 source
e 124 34 target
e 125 39 source
e 125 38 target
e 126 43 source
e 126 38 target
e 127 39 source
e 127 41 target
e 128 32 source
e 128 53 target
e 129 45 source
e 129 44 target
e 130 52 source
e 130 54 target
e 131 51 source
e 131 54 target
e 132 55 source
e 132 53 target
e 133 56 source
e 133 54 target
t # clergy-ontology
v 1 collective
v 2 collective
v 3 collective
v 4 kind
v 5 role
v 6 role
v 7 role
v 8 relator
v 9 role
v 10 role
v 11 role
v 12 relator
v 13 role
v 14 role
v 15 role
v 16 role
v 17 relator
v 18 relator
v 19 relator
v 20 role
v 21 role
v 22 role
v 23 role
v 24 relator
v 25 role
v 26 role
v 27 relator
v 28 collective
v 29 collective
v 30 Generalization
v 31 Generalization
v 32 Generalization
v 33 Generalization
v 34 Generalization
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 Generalization
v 41 Generalization
v 42 Generalization
v 43 Generalization
v 44 Generalization
v 45 Generalization
v 46 memberOf
v 47 memberOf
v 48 subCollectionOf
v 49 subCollectionOf
v 50 material
v 51 mediation
v 52 mediation
v 53 material
v 54 mediation
v 55 mediation
v 56 mediation
v 57 mediation
v 58 material
